"","owner","period","player","actual_fantasy_points","lineup"
"1","me",1,"Giannis Antetokounmpo",0,3
"2","me",1,"Kawhi Leonard",0,2
"3","me",1,"Damian Lillard",0,0
"4","me",1,"LaMarcus Aldridge",0,11
"5","me",1,"Donovan Mitchell",0,1
"6","me",1,"Luka Doncic",0,5
"7","me",1,"DeAndre Jordan",0,11
"8","me",1,"Julius Randle",0,6
"9","me",1,"Dwight Howard",0,11
"10","me",1,"Goran Dragic",0,12
"11","me",1,"Jonas Valanciunas",0,12
"12","me",1,"Kyle Kuzma",0,12
"13","me",1,"Steven Adams",27,4
"14","me",2,"Giannis Antetokounmpo",29,3
"15","me",2,"Kawhi Leonard",22,2
"16","me",2,"Damian Lillard",0,0
"17","me",2,"LaMarcus Aldridge",33,11
"18","me",2,"Donovan Mitchell",17,1
"19","me",2,"Luka Doncic",5,5
"20","me",2,"DeAndre Jordan",26,11
"21","me",2,"Julius Randle",29,6
"22","me",2,"Dwight Howard",0,11
"23","me",2,"Goran Dragic",27,12
"24","me",2,"Jonas Valanciunas",16,12
"25","me",2,"Kyle Kuzma",0,12
"26","me",2,"Steven Adams",0,4
"27","me",3,"Giannis Antetokounmpo",0,12
"28","me",3,"Kawhi Leonard",0,2
"29","me",3,"Damian Lillard",29,0
"30","me",3,"LaMarcus Aldridge",0,11
"31","me",3,"Donovan Mitchell",0,1
"32","me",3,"Luka Doncic",0,12
"33","me",3,"DeAndre Jordan",0,11
"34","me",3,"Julius Randle",0,6
"35","me",3,"Dwight Howard",0,11
"36","me",3,"Goran Dragic",10,5
"37","me",3,"Jonas Valanciunas",0,12
"38","me",3,"Kyle Kuzma",11,3
"39","me",3,"Steven Adams",0,4
"40","me",4,"Giannis Antetokounmpo",37,3
"41","me",4,"Kawhi Leonard",29,2
"42","me",4,"Damian Lillard",0,0
"43","me",4,"LaMarcus Aldridge",0,12
"44","me",4,"Donovan Mitchell",13,1
"45","me",4,"Luka Doncic",0,12
"46","me",4,"DeAndre Jordan",0,11
"47","me",4,"Julius Randle",16,6
"48","me",4,"Dwight Howard",0,11
"49","me",4,"Goran Dragic",0,5
"50","me",4,"Jonas Valanciunas",5,11
"51","me",4,"Kyle Kuzma",0,12
"52","me",4,"Steven Adams",34,4
"53","me",5,"Giannis Antetokounmpo",0,12
"54","me",5,"Kawhi Leonard",0,2
"55","me",5,"Damian Lillard",34,0
"56","me",5,"LaMarcus Aldridge",23,3
"57","me",5,"Donovan Mitchell",0,12
"58","me",5,"Luka Doncic",27,1
"59","me",5,"DeAndre Jordan",50,11
"60","me",5,"Julius Randle",0,12
"61","me",5,"Dwight Howard",0,11
"62","me",5,"Goran Dragic",19,5
"63","me",5,"Jonas Valanciunas",22,11
"64","me",5,"Kyle Kuzma",14,6
"65","me",5,"Steven Adams",0,4
"66","me",6,"Giannis Antetokounmpo",0,12
"67","me",6,"Kawhi Leonard",0,2
"68","me",6,"Damian Lillard",0,0
"69","me",6,"LaMarcus Aldridge",0,3
"70","me",6,"Donovan Mitchell",0,12
"71","me",6,"Luka Doncic",0,1
"72","me",6,"DeAndre Jordan",0,11
"73","me",6,"Julius Randle",0,12
"74","me",6,"Dwight Howard",0,11
"75","me",6,"Goran Dragic",0,5
"76","me",6,"Jonas Valanciunas",0,11
"77","me",6,"Kyle Kuzma",0,6
"78","me",6,"Steven Adams",28,4
"79","me",7,"Giannis Antetokounmpo",35,11
"80","me",7,"Kawhi Leonard",29,2
"81","me",7,"Damian Lillard",27,0
"82","me",7,"LaMarcus Aldridge",41,3
"83","me",7,"Donovan Mitchell",9,5
"84","me",7,"Luka Doncic",21,1
"85","me",7,"DeAndre Jordan",31,11
"86","me",7,"Julius Randle",0,12
"87","me",7,"Goran Dragic",0,12
"88","me",7,"Jonas Valanciunas",39,11
"89","me",7,"Kyle Kuzma",35,6
"90","me",7,"Steven Adams",0,12
"91","me",7,"Enes Kanter",21,4
"92","me",8,"Giannis Antetokounmpo",0,11
"93","me",8,"Kawhi Leonard",0,2
"94","me",8,"Damian Lillard",0,0
"95","me",8,"LaMarcus Aldridge",0,12
"96","me",8,"Luka Doncic",0,1
"97","me",8,"DeAndre Jordan",0,11
"98","me",8,"Julius Randle",23,3
"99","me",8,"Goran Dragic",0,12
"100","me",8,"Jonas Valanciunas",0,11
"101","me",8,"Kyle Kuzma",0,6
"102","me",8,"Steven Adams",0,12
"103","me",8,"Montrezl Harrell",28,4
"104","me",8,"E'Twaun Moore",14,5
"105","me",9,"Giannis Antetokounmpo",57,11
"106","me",9,"Kawhi Leonard",42,2
"107","me",9,"Damian Lillard",0,12
"108","me",9,"LaMarcus Aldridge",19,3
"109","me",9,"Luka Doncic",21,1
"110","me",9,"DeAndre Jordan",27,11
"111","me",9,"Julius Randle",0,12
"112","me",9,"Goran Dragic",14,0
"113","me",9,"Jonas Valanciunas",22,11
"114","me",9,"Kyle Kuzma",17,6
"115","me",9,"Steven Adams",0,12
"116","me",9,"Lonzo Ball",25,5
"117","me",9,"Dwight Powell",17,4
"118","me",10,"Giannis Antetokounmpo",0,11
"119","me",10,"Kawhi Leonard",0,2
"120","me",10,"Damian Lillard",44,0
"121","me",10,"LaMarcus Aldridge",0,3
"122","me",10,"Luka Doncic",0,12
"123","me",10,"DeAndre Jordan",0,12
"124","me",10,"Julius Randle",0,12
"125","me",10,"Jonas Valanciunas",0,11
"126","me",10,"Kyle Kuzma",23,6
"127","me",10,"Steven Adams",13,11
"128","me",10,"Lonzo Ball",33,5
"129","me",10,"Dwight Powell",0,12
"130","me",10,"Gordon Hayward",5,1
"131","me",11,"Giannis Antetokounmpo",30,11
"132","me",11,"Kawhi Leonard",38,2
"133","me",11,"Damian Lillard",0,0
"134","me",11,"LaMarcus Aldridge",0,3
"135","me",11,"Luka Doncic",21,1
"136","me",11,"DeAndre Jordan",33,11
"137","me",11,"Jonas Valanciunas",18,11
"138","me",11,"Kyle Kuzma",0,12
"139","me",11,"Steven Adams",0,12
"140","me",11,"Lonzo Ball",0,12
"141","me",11,"Dwight Powell",10,4
"142","me",11,"Gordon Hayward",0,12
"143","me",11,"Serge Ibaka",13,6
"144","me",12,"Giannis Antetokounmpo",24,11
"145","me",12,"Kawhi Leonard",0,12
"146","me",12,"Damian Lillard",41,0
"147","me",12,"LaMarcus Aldridge",15,3
"148","me",12,"Luka Doncic",0,12
"149","me",12,"DeAndre Jordan",0,12
"150","me",12,"Jonas Valanciunas",0,11
"151","me",12,"Kyle Kuzma",12,2
"152","me",12,"Steven Adams",0,12
"153","me",12,"Lonzo Ball",0,5
"154","me",12,"Dwight Powell",0,12
"155","me",12,"Gordon Hayward",14,1
"156","me",12,"Serge Ibaka",0,12
"157","me",13,"Giannis Antetokounmpo",0,11
"158","me",13,"Kawhi Leonard",0,12
"159","me",13,"Damian Lillard",0,0
"160","me",13,"LaMarcus Aldridge",0,3
"161","me",13,"Luka Doncic",15,1
"162","me",13,"DeAndre Jordan",40,11
"163","me",13,"Jonas Valanciunas",0,12
"164","me",13,"Kyle Kuzma",0,2
"165","me",13,"Steven Adams",0,11
"166","me",13,"Lonzo Ball",0,12
"167","me",13,"Dwight Powell",6,4
"168","me",13,"Gordon Hayward",0,12
"169","me",13,"Serge Ibaka",0,12
"170","me",14,"Giannis Antetokounmpo",0,11
"171","me",14,"Kawhi Leonard",0,6
"172","me",14,"Damian Lillard",11,0
"173","me",14,"LaMarcus Aldridge",21,3
"174","me",14,"Luka Doncic",35,1
"175","me",14,"DeAndre Jordan",28,11
"176","me",14,"Jonas Valanciunas",9,11
"177","me",14,"Kyle Kuzma",17,2
"178","me",14,"Steven Adams",0,12
"179","me",14,"Lonzo Ball",1,5
"180","me",14,"Gordon Hayward",0,12
"181","me",14,"Serge Ibaka",34,4
"182","me",14,"Larry Nance Jr.",0,12
"183","me",15,"Giannis Antetokounmpo",0,12
"184","me",15,"Kawhi Leonard",44,6
"185","me",15,"Damian Lillard",30,0
"186","me",15,"LaMarcus Aldridge",0,12
"187","me",15,"Luka Doncic",0,12
"188","me",15,"DeAndre Jordan",0,11
"189","me",15,"Jonas Valanciunas",25,11
"190","me",15,"Kyle Kuzma",0,2
"191","me",15,"Steven Adams",32,11
"192","me",15,"Lonzo Ball",0,5
"193","me",15,"Gordon Hayward",5,1
"194","me",15,"Serge Ibaka",32,4
"195","me",15,"Larry Nance Jr.",7,3
"196","me",16,"Giannis Antetokounmpo",0,12
"197","me",16,"Kawhi Leonard",0,12
"198","me",16,"Damian Lillard",0,12
"199","me",16,"LaMarcus Aldridge",25,3
"200","me",16,"Luka Doncic",20,1
"201","me",16,"DeAndre Jordan",22,11
"202","me",16,"Jonas Valanciunas",0,11
"203","me",16,"Kyle Kuzma",24,2
"204","me",16,"Steven Adams",0,11
"205","me",16,"Lonzo Ball",20,5
"206","me",16,"Serge Ibaka",0,4
"207","me",16,"Tim Hardaway Jr.",25,6
"208","me",16,"Jamal Murray",20,0
"209","me",17,"Giannis Antetokounmpo",38,2
"210","me",17,"Kawhi Leonard",0,12
"211","me",17,"Damian Lillard",29,5
"212","me",17,"LaMarcus Aldridge",0,3
"213","me",17,"Luka Doncic",0,1
"214","me",17,"DeAndre Jordan",0,11
"215","me",17,"Jonas Valanciunas",0,11
"216","me",17,"Kyle Kuzma",0,12
"217","me",17,"Steven Adams",28,11
"218","me",17,"Lonzo Ball",0,12
"219","me",17,"Serge Ibaka",0,4
"220","me",17,"Tim Hardaway Jr.",0,6
"221","me",17,"Jamal Murray",10,0
"222","me",18,"Giannis Antetokounmpo",0,12
"223","me",18,"Kawhi Leonard",28,2
"224","me",18,"Damian Lillard",0,5
"225","me",18,"LaMarcus Aldridge",0,3
"226","me",18,"Luka Doncic",24,1
"227","me",18,"DeAndre Jordan",14,11
"228","me",18,"Jonas Valanciunas",33,11
"229","me",18,"Kyle Kuzma",0,12
"230","me",18,"Steven Adams",19,11
"231","me",18,"Lonzo Ball",0,12
"232","me",18,"Serge Ibaka",22,4
"233","me",18,"Tim Hardaway Jr.",18,6
"234","me",18,"Jamal Murray",0,0
"235","me",19,"Giannis Antetokounmpo",0,12
"236","me",19,"Kawhi Leonard",0,2
"237","me",19,"Damian Lillard",34,5
"238","me",19,"LaMarcus Aldridge",29,3
"239","me",19,"Luka Doncic",0,1
"240","me",19,"DeAndre Jordan",0,12
"241","me",19,"Jonas Valanciunas",0,11
"242","me",19,"Kyle Kuzma",13,6
"243","me",19,"Steven Adams",0,11
"244","me",19,"Lonzo Ball",2,11
"245","me",19,"Serge Ibaka",0,4
"246","me",19,"Tim Hardaway Jr.",0,12
"247","me",19,"Jamal Murray",17,0
"248","me",20,"Giannis Antetokounmpo",47,11
"249","me",20,"Kawhi Leonard",0,2
"250","me",20,"Damian Lillard",20,5
"251","me",20,"LaMarcus Aldridge",11,3
"252","me",20,"Luka Doncic",0,12
"253","me",20,"DeAndre Jordan",0,12
"254","me",20,"Jonas Valanciunas",28,11
"255","me",20,"Kyle Kuzma",21,6
"256","me",20,"Steven Adams",0,12
"257","me",20,"Lonzo Ball",27,11
"258","me",20,"Tim Hardaway Jr.",4,1
"259","me",20,"Jamal Murray",0,0
"260","me",20,"Klay Thompson",0,12
"261","me",21,"Giannis Antetokounmpo",0,11
"262","me",21,"Kawhi Leonard",0,2
"263","me",21,"Damian Lillard",0,5
"264","me",21,"LaMarcus Aldridge",0,3
"265","me",21,"Luka Doncic",0,12
"266","me",21,"DeAndre Jordan",0,12
"267","me",21,"Jonas Valanciunas",19,11
"268","me",21,"Kyle Kuzma",0,6
"269","me",21,"Steven Adams",26,4
"270","me",21,"Lonzo Ball",0,12
"271","me",21,"Tim Hardaway Jr.",0,1
"272","me",21,"Jamal Murray",41,0
"273","me",21,"Klay Thompson",24,11
"274","me",22,"Giannis Antetokounmpo",24,11
"275","me",22,"Kawhi Leonard",0,2
"276","me",22,"Damian Lillard",13,5
"277","me",22,"LaMarcus Aldridge",0,12
"278","me",22,"Luka Doncic",24,1
"279","me",22,"DeAndre Jordan",22,4
"280","me",22,"Jonas Valanciunas",0,11
"281","me",22,"Kyle Kuzma",0,6
"282","me",22,"Steven Adams",0,12
"283","me",22,"Lonzo Ball",0,12
"284","me",22,"Jamal Murray",0,0
"285","me",22,"Klay Thompson",0,11
"286","me",22,"Al-Farouq Aminu",16,3
"287","me",23,"Giannis Antetokounmpo",0,12
"288","me",23,"Kawhi Leonard",23,2
"289","me",23,"Damian Lillard",0,12
"290","me",23,"LaMarcus Aldridge",15,3
"291","me",23,"Luka Doncic",20,1
"292","me",23,"DeAndre Jordan",27,4
"293","me",23,"Jonas Valanciunas",20,11
"294","me",23,"Kyle Kuzma",17,6
"295","me",23,"Steven Adams",28,11
"296","me",23,"Lonzo Ball",14,5
"297","me",23,"Jamal Murray",10,0
"298","me",23,"Klay Thompson",0,11
"299","me",23,"Al-Farouq Aminu",0,12
"300","me",24,"Giannis Antetokounmpo",37,2
"301","me",24,"Kawhi Leonard",0,12
"302","me",24,"Damian Lillard",23,0
"303","me",24,"LaMarcus Aldridge",0,12
"304","me",24,"Luka Doncic",0,1
"305","me",24,"DeAndre Jordan",0,4
"306","me",24,"Jonas Valanciunas",0,11
"307","me",24,"Kyle Kuzma",0,6
"308","me",24,"Steven Adams",26,11
"309","me",24,"Lonzo Ball",0,5
"310","me",24,"Jamal Murray",0,12
"311","me",24,"Klay Thompson",30,11
"312","me",24,"Al-Farouq Aminu",24,3
"313","me",25,"Giannis Antetokounmpo",0,2
"314","me",25,"Kawhi Leonard",0,12
"315","me",25,"Damian Lillard",0,0
"316","me",25,"LaMarcus Aldridge",0,12
"317","me",25,"Luka Doncic",0,1
"318","me",25,"DeAndre Jordan",0,4
"319","me",25,"Jonas Valanciunas",0,11
"320","me",25,"Kyle Kuzma",0,6
"321","me",25,"Steven Adams",0,11
"322","me",25,"Lonzo Ball",0,5
"323","me",25,"Jamal Murray",15,12
"324","me",25,"Klay Thompson",0,11
"325","me",25,"Al-Farouq Aminu",0,3
"326","me",26,"Giannis Antetokounmpo",50,2
"327","me",26,"Kawhi Leonard",15,12
"328","me",26,"Damian Lillard",0,0
"329","me",26,"LaMarcus Aldridge",27,12
"330","me",26,"Luka Doncic",28,1
"331","me",26,"DeAndre Jordan",16,4
"332","me",26,"Jonas Valanciunas",29,11
"333","me",26,"Kyle Kuzma",14,6
"334","me",26,"Steven Adams",28,11
"335","me",26,"Lonzo Ball",6,5
"336","me",26,"Jamal Murray",0,12
"337","me",26,"Al-Farouq Aminu",0,3
"338","me",26,"Blake Griffin",0,12
"339","me",27,"Giannis Antetokounmpo",35,2
"340","me",27,"Kawhi Leonard",0,12
"341","me",27,"Damian Lillard",24,0
"342","me",27,"LaMarcus Aldridge",0,12
"343","me",27,"Luka Doncic",0,1
"344","me",27,"DeAndre Jordan",0,4
"345","me",27,"Jonas Valanciunas",0,12
"346","me",27,"Kyle Kuzma",22,6
"347","me",27,"Steven Adams",0,11
"348","me",27,"Lonzo Ball",25,5
"349","me",27,"Jamal Murray",15,11
"350","me",27,"Al-Farouq Aminu",19,3
"351","me",27,"Blake Griffin",18,11
"352","me",28,"Giannis Antetokounmpo",0,12
"353","me",28,"Kawhi Leonard",20,2
"354","me",28,"Damian Lillard",0,0
"355","me",28,"LaMarcus Aldridge",31,3
"356","me",28,"Luka Doncic",10,1
"357","me",28,"DeAndre Jordan",19,4
"358","me",28,"Jonas Valanciunas",9,11
"359","me",28,"Kyle Kuzma",0,6
"360","me",28,"Steven Adams",37,11
"361","me",28,"Lonzo Ball",0,5
"362","me",28,"Jamal Murray",0,12
"363","me",28,"Al-Farouq Aminu",0,12
"364","me",28,"Blake Griffin",0,11
"365","me",29,"Giannis Antetokounmpo",0,12
"366","me",29,"Kawhi Leonard",0,2
"367","me",29,"Damian Lillard",0,0
"368","me",29,"LaMarcus Aldridge",0,3
"369","me",29,"Luka Doncic",0,12
"370","me",29,"DeAndre Jordan",0,4
"371","me",29,"Jonas Valanciunas",0,11
"372","me",29,"Steven Adams",0,11
"373","me",29,"Jamal Murray",15,5
"374","me",29,"Al-Farouq Aminu",0,12
"375","me",29,"Blake Griffin",0,11
"376","me",29,"Andrew Wiggins",0,12
"377","me",29,"Gary Harris",21,1
"378","me",30,"Giannis Antetokounmpo",42,6
"379","me",30,"Kawhi Leonard",32,2
"380","me",30,"Damian Lillard",35,0
"381","me",30,"LaMarcus Aldridge",7,3
"382","me",30,"Luka Doncic",18,1
"383","me",30,"DeAndre Jordan",16,4
"384","me",30,"Jonas Valanciunas",14,11
"385","me",30,"Steven Adams",29,11
"386","me",30,"Jamal Murray",0,12
"387","me",30,"Al-Farouq Aminu",25,12
"388","me",30,"Blake Griffin",45,11
"389","me",30,"Andrew Wiggins",27,5
"390","me",30,"Gary Harris",0,12
"391","me",31,"Giannis Antetokounmpo",0,6
"392","me",31,"Kawhi Leonard",0,2
"393","me",31,"Damian Lillard",0,12
"394","me",31,"LaMarcus Aldridge",24,3
"395","me",31,"Luka Doncic",0,1
"396","me",31,"DeAndre Jordan",0,4
"397","me",31,"Jonas Valanciunas",0,11
"398","me",31,"Steven Adams",0,11
"399","me",31,"Jamal Murray",19,0
"400","me",31,"Blake Griffin",0,11
"401","me",31,"Andrew Wiggins",0,12
"402","me",31,"Gary Harris",27,5
"403","me",31,"T.J. Warren",0,12
"404","me",32,"Giannis Antetokounmpo",34,6
"405","me",32,"Kawhi Leonard",41,2
"406","me",32,"Damian Lillard",8,0
"407","me",32,"LaMarcus Aldridge",0,12
"408","me",32,"Luka Doncic",0,1
"409","me",32,"DeAndre Jordan",0,4
"410","me",32,"Jonas Valanciunas",15,11
"411","me",32,"Steven Adams",0,11
"412","me",32,"Jamal Murray",0,12
"413","me",32,"Blake Griffin",0,11
"414","me",32,"Andrew Wiggins",27,5
"415","me",32,"Gary Harris",0,12
"416","me",32,"T.J. Warren",0,12
"417","me",33,"Giannis Antetokounmpo",0,12
"418","me",33,"Kawhi Leonard",0,2
"419","me",33,"Damian Lillard",0,0
"420","me",33,"LaMarcus Aldridge",0,12
"421","me",33,"Luka Doncic",23,1
"422","me",33,"DeAndre Jordan",24,4
"423","me",33,"Jonas Valanciunas",15,11
"424","me",33,"Steven Adams",32,11
"425","me",33,"Jamal Murray",11,5
"426","me",33,"Blake Griffin",0,12
"427","me",33,"Andrew Wiggins",0,12
"428","me",33,"Gary Harris",32,11
"429","me",33,"T.J. Warren",23,6
"430","me",34,"Giannis Antetokounmpo",0,6
"431","me",34,"Kawhi Leonard",0,12
"432","me",34,"Damian Lillard",34,0
"433","me",34,"LaMarcus Aldridge",43,4
"434","me",34,"Luka Doncic",0,1
"435","me",34,"DeAndre Jordan",0,12
"436","me",34,"Jonas Valanciunas",0,11
"437","me",34,"Steven Adams",0,11
"438","me",34,"Jamal Murray",0,5
"439","me",34,"Blake Griffin",0,12
"440","me",34,"Andrew Wiggins",3,2
"441","me",34,"Gary Harris",0,11
"442","me",34,"T.J. Warren",0,12
"443","me",35,"Giannis Antetokounmpo",34,6
"444","me",35,"Kawhi Leonard",0,12
"445","me",35,"Damian Lillard",0,0
"446","me",35,"LaMarcus Aldridge",8,4
"447","me",35,"Luka Doncic",14,1
"448","me",35,"DeAndre Jordan",30,11
"449","me",35,"Jonas Valanciunas",0,12
"450","me",35,"Steven Adams",24,11
"451","me",35,"Jamal Murray",24,5
"452","me",35,"Blake Griffin",34,3
"453","me",35,"Andrew Wiggins",0,12
"454","me",35,"Gary Harris",13,11
"455","me",35,"T.J. Warren",22,2
"456","me",36,"Giannis Antetokounmpo",0,6
"457","me",36,"Kawhi Leonard",17,2
"458","me",36,"Damian Lillard",30,0
"459","me",36,"LaMarcus Aldridge",0,12
"460","me",36,"Luka Doncic",0,1
"461","me",36,"DeAndre Jordan",0,11
"462","me",36,"Jonas Valanciunas",13,4
"463","me",36,"Steven Adams",0,11
"464","me",36,"Jamal Murray",0,5
"465","me",36,"Blake Griffin",0,3
"466","me",36,"Andrew Wiggins",0,12
"467","me",36,"Gary Harris",0,11
"468","me",36,"T.J. Warren",0,12
"469","me",37,"Giannis Antetokounmpo",54,6
"470","me",37,"Kawhi Leonard",0,2
"471","me",37,"Damian Lillard",24,0
"472","me",37,"LaMarcus Aldridge",21,12
"473","me",37,"Luka Doncic",29,1
"474","me",37,"DeAndre Jordan",28,11
"475","me",37,"Jonas Valanciunas",34,4
"476","me",37,"Steven Adams",34,11
"477","me",37,"Jamal Murray",23,5
"478","me",37,"Blake Griffin",29,3
"479","me",37,"Andrew Wiggins",8,12
"480","me",37,"Gary Harris",19,12
"481","me",37,"T.J. Warren",21,11
"482","me",38,"Giannis Antetokounmpo",0,6
"483","me",38,"Kawhi Leonard",0,2
"484","me",38,"Damian Lillard",0,0
"485","me",38,"LaMarcus Aldridge",0,12
"486","me",38,"Luka Doncic",0,1
"487","me",38,"DeAndre Jordan",0,11
"488","me",38,"Jonas Valanciunas",0,4
"489","me",38,"Steven Adams",0,11
"490","me",38,"Jamal Murray",0,5
"491","me",38,"Blake Griffin",0,3
"492","me",38,"Andrew Wiggins",0,12
"493","me",38,"Gary Harris",0,12
"494","me",38,"T.J. Warren",0,11
"495","me",39,"Giannis Antetokounmpo",40,6
"496","me",39,"Kawhi Leonard",33,2
"497","me",39,"Damian Lillard",24,0
"498","me",39,"LaMarcus Aldridge",41,11
"499","me",39,"Luka Doncic",0,12
"500","me",39,"DeAndre Jordan",0,12
"501","me",39,"Jonas Valanciunas",11,4
"502","me",39,"Steven Adams",20,11
"503","me",39,"Jamal Murray",19,5
"504","me",39,"Blake Griffin",24,3
"505","me",39,"Andrew Wiggins",6,1
"506","me",39,"Gary Harris",2,12
"507","me",39,"T.J. Warren",26,11
"508","me",40,"Giannis Antetokounmpo",55,6
"509","me",40,"Kawhi Leonard",0,2
"510","me",40,"Damian Lillard",0,0
"511","me",40,"LaMarcus Aldridge",14,11
"512","me",40,"Luka Doncic",26,3
"513","me",40,"DeAndre Jordan",36,4
"514","me",40,"Jonas Valanciunas",0,12
"515","me",40,"Steven Adams",17,11
"516","me",40,"Jamal Murray",21,5
"517","me",40,"Blake Griffin",0,12
"518","me",40,"Andrew Wiggins",-11,1
"519","me",40,"Gary Harris",0,11
"520","me",40,"T.J. Warren",0,12
"521","me",41,"Giannis Antetokounmpo",0,12
"522","me",41,"Kawhi Leonard",35,2
"523","me",41,"Damian Lillard",21,0
"524","me",41,"LaMarcus Aldridge",0,11
"525","me",41,"Luka Doncic",0,3
"526","me",41,"DeAndre Jordan",0,4
"527","me",41,"Jonas Valanciunas",26,11
"528","me",41,"Steven Adams",0,12
"529","me",41,"Jamal Murray",0,5
"530","me",41,"Blake Griffin",16,11
"531","me",41,"Andrew Wiggins",0,1
"532","me",41,"Gary Harris",0,12
"533","me",41,"T.J. Warren",18,6
"534","me",42,"Giannis Antetokounmpo",43,2
"535","me",42,"Kawhi Leonard",0,12
"536","me",42,"Damian Lillard",0,0
"537","me",42,"LaMarcus Aldridge",33,11
"538","me",42,"Luka Doncic",0,3
"539","me",42,"DeAndre Jordan",0,4
"540","me",42,"Jonas Valanciunas",0,11
"541","me",42,"Steven Adams",0,12
"542","me",42,"Jamal Murray",0,5
"543","me",42,"Blake Griffin",0,11
"544","me",42,"Andrew Wiggins",22,1
"545","me",42,"Gary Harris",0,12
"546","me",42,"T.J. Warren",0,6
"547","me",43,"Giannis Antetokounmpo",0,12
"548","me",43,"Kawhi Leonard",31,2
"549","me",43,"Damian Lillard",0,0
"550","me",43,"LaMarcus Aldridge",0,11
"551","me",43,"Luka Doncic",0,3
"552","me",43,"DeAndre Jordan",0,4
"553","me",43,"Jonas Valanciunas",14,11
"554","me",43,"Steven Adams",0,12
"555","me",43,"Jamal Murray",14,5
"556","me",43,"Blake Griffin",21,11
"557","me",43,"Andrew Wiggins",0,12
"558","me",43,"Gary Harris",0,1
"559","me",43,"T.J. Warren",28,6
"560","me",44,"Giannis Antetokounmpo",49,2
"561","me",44,"Kawhi Leonard",0,12
"562","me",44,"Damian Lillard",48,0
"563","me",44,"LaMarcus Aldridge",13,11
"564","me",44,"Luka Doncic",22,3
"565","me",44,"DeAndre Jordan",20,4
"566","me",44,"Jonas Valanciunas",0,12
"567","me",44,"Steven Adams",18,11
"568","me",44,"Jamal Murray",0,12
"569","me",44,"Blake Griffin",0,11
"570","me",44,"Andrew Wiggins",5,5
"571","me",44,"Gary Harris",0,1
"572","me",44,"T.J. Warren",16,6
"573","me",45,"Giannis Antetokounmpo",0,2
"574","me",45,"Kawhi Leonard",43,12
"575","me",45,"Damian Lillard",0,0
"576","me",45,"LaMarcus Aldridge",0,11
"577","me",45,"Luka Doncic",0,3
"578","me",45,"DeAndre Jordan",0,4
"579","me",45,"Jonas Valanciunas",17,12
"580","me",45,"Steven Adams",0,11
"581","me",45,"Jamal Murray",0,12
"582","me",45,"Blake Griffin",0,11
"583","me",45,"Andrew Wiggins",0,5
"584","me",45,"Gary Harris",0,1
"585","me",45,"T.J. Warren",0,6
"586","me",46,"Giannis Antetokounmpo",0,2
"587","me",46,"Kawhi Leonard",0,12
"588","me",46,"Damian Lillard",13,0
"589","me",46,"LaMarcus Aldridge",23,11
"590","me",46,"Luka Doncic",17,3
"591","me",46,"DeAndre Jordan",19,4
"592","me",46,"Jonas Valanciunas",0,12
"593","me",46,"Steven Adams",28,11
"594","me",46,"Jamal Murray",6,12
"595","me",46,"Blake Griffin",25,11
"596","me",46,"Andrew Wiggins",0,5
"597","me",46,"Gary Harris",22,1
"598","me",46,"T.J. Warren",0,6
"599","me",47,"Giannis Antetokounmpo",58,2
"600","me",47,"Kawhi Leonard",43,12
"601","me",47,"Damian Lillard",0,0
"602","me",47,"LaMarcus Aldridge",0,11
"603","me",47,"Luka Doncic",0,3
"604","me",47,"DeAndre Jordan",0,4
"605","me",47,"Jonas Valanciunas",6,12
"606","me",47,"Steven Adams",0,11
"607","me",47,"Jamal Murray",0,12
"608","me",47,"Blake Griffin",22,11
"609","me",47,"Andrew Wiggins",12,5
"610","me",47,"Gary Harris",0,1
"611","me",47,"T.J. Warren",0,6
"612","me",48,"Giannis Antetokounmpo",0,2
"613","me",48,"Kawhi Leonard",0,12
"614","me",48,"Damian Lillard",38,0
"615","me",48,"LaMarcus Aldridge",36,11
"616","me",48,"Luka Doncic",0,3
"617","me",48,"DeAndre Jordan",39,4
"618","me",48,"Jonas Valanciunas",0,12
"619","me",48,"Steven Adams",0,11
"620","me",48,"Jamal Murray",0,12
"621","me",48,"Blake Griffin",0,11
"622","me",48,"Andrew Wiggins",0,5
"623","me",48,"Gary Harris",0,1
"624","me",48,"T.J. Warren",0,6
"625","me",49,"Giannis Antetokounmpo",0,12
"626","me",49,"Kawhi Leonard",25,2
"627","me",49,"Damian Lillard",0,0
"628","me",49,"LaMarcus Aldridge",0,11
"629","me",49,"Luka Doncic",0,3
"630","me",49,"DeAndre Jordan",0,12
"631","me",49,"Jonas Valanciunas",17,4
"632","me",49,"Steven Adams",32,11
"633","me",49,"Jamal Murray",17,5
"634","me",49,"Blake Griffin",25,11
"635","me",49,"Gary Harris",1,1
"636","me",49,"Tim Hardaway Jr.",13,6
"637","me",49,"Kyle Kuzma",0,12
"638","me",50,"Giannis Antetokounmpo",0,12
"639","me",50,"Kawhi Leonard",0,12
"640","me",50,"Damian Lillard",38,0
"641","me",50,"LaMarcus Aldridge",21,11
"642","me",50,"Luka Doncic",21,3
"643","me",50,"DeAndre Jordan",31,4
"644","me",50,"Jonas Valanciunas",0,12
"645","me",50,"Steven Adams",0,11
"646","me",50,"Jamal Murray",0,5
"647","me",50,"Blake Griffin",0,11
"648","me",50,"Tim Hardaway Jr.",0,6
"649","me",50,"Kyle Kuzma",0,12
"650","me",50,"Evan Fournier",8,2
