"","owner","period","player","actual_fantasy_points","lineup"
"1274","kyle",32,"Kevon Looney",0,12
"1275","kyle",33,"Kevin Durant",24,2
"1276","kyle",33,"Nikola Jokic",34,4
"1277","kyle",33,"Victor Oladipo",3,1
"1278","kyle",33,"Chris Paul",29,0
"1279","kyle",33,"Rudy Gobert",30,11
"1280","kyle",33,"Eric Bledsoe",0,12
"1281","kyle",33,"Nikola Vucevic",43,11
"1282","kyle",33,"Enes Kanter",0,12
"1283","kyle",33,"Domantas Sabonis",33,3
"1284","kyle",33,"Josh Richardson",0,12
"1285","kyle",33,"Quinn Cook",18,5
"1286","kyle",33,"Kevon Looney",5,11
"1287","kyle",33,"Kyle Kuzma",7,6
"1288","kyle",34,"Kevin Durant",30,2
"1289","kyle",34,"Nikola Jokic",0,12
"1290","kyle",34,"Victor Oladipo",0,12
"1291","kyle",34,"Chris Paul",0,0
"1292","kyle",34,"Rudy Gobert",0,11
"1293","kyle",34,"Eric Bledsoe",0,12
"1294","kyle",34,"Nikola Vucevic",45,11
"1295","kyle",34,"Enes Kanter",34,4
"1296","kyle",34,"Domantas Sabonis",0,12
"1297","kyle",34,"Josh Richardson",38,1
"1298","kyle",34,"Quinn Cook",22,5
"1299","kyle",34,"Kevon Looney",10,6
"1300","kyle",34,"Kyle Kuzma",14,3
"1301","kyle",35,"Kevin Durant",0,12
"1302","kyle",35,"Nikola Jokic",20,4
"1303","kyle",35,"Victor Oladipo",0,1
"1304","kyle",35,"Chris Paul",0,12
"1305","kyle",35,"Rudy Gobert",21,11
"1306","kyle",35,"Eric Bledsoe",31,0
"1307","kyle",35,"Nikola Vucevic",0,11
"1308","kyle",35,"Enes Kanter",0,12
"1309","kyle",35,"Domantas Sabonis",34,3
"1310","kyle",35,"Josh Richardson",0,12
"1311","kyle",35,"Quinn Cook",0,12
"1312","kyle",35,"Danilo Gallinari",0,2
"1313","kyle",35,"Kent Bazemore",17,5
"1314","kyle",36,"Kevin Durant",0,2
"1315","kyle",36,"Nikola Jokic",0,12
"1316","kyle",36,"Victor Oladipo",0,5
"1317","kyle",36,"Chris Paul",0,12
"1318","kyle",36,"Rudy Gobert",0,11
"1319","kyle",36,"Eric Bledsoe",0,0
"1320","kyle",36,"Nikola Vucevic",27,11
"1321","kyle",36,"Enes Kanter",18,4
"1322","kyle",36,"Domantas Sabonis",0,12
"1323","kyle",36,"Josh Richardson",11,1
"1324","kyle",36,"Quinn Cook",0,12
"1325","kyle",36,"Kent Bazemore",0,12
"1326","kyle",36,"Robert Covington",0,12
"1327","kyle",37,"Kevin Durant",36,2
"1328","kyle",37,"Nikola Jokic",19,11
"1329","kyle",37,"Victor Oladipo",0,12
"1330","kyle",37,"Chris Paul",20,0
"1331","kyle",37,"Rudy Gobert",32,11
"1332","kyle",37,"Eric Bledsoe",21,5
"1333","kyle",37,"Nikola Vucevic",0,12
"1334","kyle",37,"Enes Kanter",14,4
"1335","kyle",37,"Domantas Sabonis",20,3
"1336","kyle",37,"Josh Richardson",0,12
"1337","kyle",37,"Quinn Cook",13,11
"1338","kyle",37,"Kent Bazemore",14,1
"1339","kyle",37,"Robert Covington",18,6
"1340","kyle",38,"Kevin Durant",0,2
"1341","kyle",38,"Nikola Jokic",0,11
"1342","kyle",38,"Victor Oladipo",0,12
"1343","kyle",38,"Chris Paul",0,0
"1344","kyle",38,"Rudy Gobert",0,11
"1345","kyle",38,"Eric Bledsoe",0,5
"1346","kyle",38,"Nikola Vucevic",0,12
"1347","kyle",38,"Enes Kanter",0,4
"1348","kyle",38,"Domantas Sabonis",0,3
"1349","kyle",38,"Josh Richardson",0,12
"1350","kyle",38,"Quinn Cook",0,11
"1351","kyle",38,"Kent Bazemore",0,1
"1352","kyle",38,"Robert Covington",0,6
"1353","kyle",39,"Kevin Durant",48,3
"1354","kyle",39,"Nikola Jokic",28,11
"1355","kyle",39,"Victor Oladipo",0,12
"1356","kyle",39,"Chris Paul",22,0
"1357","kyle",39,"Rudy Gobert",20,11
"1358","kyle",39,"Eric Bledsoe",17,5
"1359","kyle",39,"Nikola Vucevic",18,11
"1360","kyle",39,"Enes Kanter",35,4
"1361","kyle",39,"Domantas Sabonis",29,12
"1362","kyle",39,"Josh Richardson",32,2
"1363","kyle",39,"Quinn Cook",17,12
"1364","kyle",39,"Kent Bazemore",4,1
"1365","kyle",39,"Robert Covington",25,6
"1366","kyle",40,"Kevin Durant",49,2
"1367","kyle",40,"Nikola Jokic",11,11
"1368","kyle",40,"Victor Oladipo",0,1
"1369","kyle",40,"Chris Paul",0,0
"1370","kyle",40,"Rudy Gobert",0,11
"1371","kyle",40,"Eric Bledsoe",30,5
"1372","kyle",40,"Nikola Vucevic",0,12
"1373","kyle",40,"Enes Kanter",0,4
"1374","kyle",40,"Domantas Sabonis",0,12
"1375","kyle",40,"Josh Richardson",0,12
"1376","kyle",40,"Quinn Cook",10,11
"1377","kyle",40,"Kent Bazemore",0,12
"1378","kyle",40,"Robert Covington",11,6
"1379","kyle",41,"Kevin Durant",0,12
"1380","kyle",41,"Nikola Jokic",0,12
"1381","kyle",41,"Victor Oladipo",0,12
"1382","kyle",41,"Chris Paul",0,0
"1383","kyle",41,"Rudy Gobert",36,11
"1384","kyle",41,"Eric Bledsoe",0,12
"1385","kyle",41,"Nikola Vucevic",55,11
"1386","kyle",41,"Enes Kanter",38,4
"1387","kyle",41,"Domantas Sabonis",0,12
"1388","kyle",41,"Josh Richardson",13,1
"1389","kyle",41,"Quinn Cook",0,11
"1390","kyle",41,"Kent Bazemore",30,5
"1391","kyle",41,"Robert Covington",0,12
"1392","kyle",42,"Kevin Durant",55,2
"1393","kyle",42,"Nikola Jokic",0,12
"1394","kyle",42,"Victor Oladipo",0,1
"1395","kyle",42,"Chris Paul",0,0
"1396","kyle",42,"Rudy Gobert",23,4
"1397","kyle",42,"Eric Bledsoe",17,5
"1398","kyle",42,"Nikola Vucevic",40,11
"1399","kyle",42,"Enes Kanter",0,12
"1400","kyle",42,"Domantas Sabonis",26,3
"1401","kyle",42,"Josh Richardson",0,12
"1402","kyle",42,"Quinn Cook",16,11
"1403","kyle",42,"Robert Covington",39,6
"1404","kyle",42,"Otto Porter Jr.",24,11
"1405","kyle",43,"Kevin Durant",0,12
"1406","kyle",43,"Nikola Jokic",22,4
"1407","kyle",43,"Victor Oladipo",0,1
"1408","kyle",43,"Chris Paul",0,0
"1409","kyle",43,"Rudy Gobert",0,12
"1410","kyle",43,"Eric Bledsoe",0,12
"1411","kyle",43,"Nikola Vucevic",0,11
"1412","kyle",43,"Enes Kanter",30,11
"1413","kyle",43,"Domantas Sabonis",33,3
"1414","kyle",43,"Josh Richardson",32,2
"1415","kyle",43,"Robert Covington",0,12
"1416","kyle",43,"Otto Porter Jr.",0,12
"1417","kyle",43,"John Collins",19,6
"1418","kyle",44,"Kevin Durant",0,12
"1419","kyle",44,"Nikola Jokic",0,12
"1420","kyle",44,"Victor Oladipo",0,12
"1421","kyle",44,"Chris Paul",0,0
"1422","kyle",44,"Rudy Gobert",46,4
"1423","kyle",44,"Eric Bledsoe",19,5
"1424","kyle",44,"Nikola Vucevic",36,11
"1425","kyle",44,"Enes Kanter",17,11
"1426","kyle",44,"Domantas Sabonis",0,12
"1427","kyle",44,"Josh Richardson",0,12
"1428","kyle",44,"Robert Covington",32,2
"1429","kyle",44,"Otto Porter Jr.",9,6
"1430","kyle",44,"John Collins",16,3
"1431","kyle",45,"Kevin Durant",53,6
"1432","kyle",45,"Nikola Jokic",0,12
"1433","kyle",45,"Victor Oladipo",0,1
"1434","kyle",45,"Chris Paul",0,11
"1435","kyle",45,"Rudy Gobert",0,4
"1436","kyle",45,"Eric Bledsoe",0,5
"1437","kyle",45,"Nikola Vucevic",0,11
"1438","kyle",45,"Enes Kanter",0,11
"1439","kyle",45,"Domantas Sabonis",31,3
"1440","kyle",45,"Josh Richardson",0,12
"1441","kyle",45,"Robert Covington",0,12
"1442","kyle",45,"Otto Porter Jr.",0,12
"1443","kyle",45,"John Collins",0,12
"1444","kyle",46,"Kevin Durant",0,11
"1445","kyle",46,"Nikola Jokic",29,11
"1446","kyle",46,"Victor Oladipo",0,12
"1447","kyle",46,"Chris Paul",24,0
"1448","kyle",46,"Rudy Gobert",43,4
"1449","kyle",46,"Eric Bledsoe",0,5
"1450","kyle",46,"Nikola Vucevic",37,11
"1451","kyle",46,"Enes Kanter",0,12
"1452","kyle",46,"Domantas Sabonis",0,12
"1453","kyle",46,"Josh Richardson",18,2
"1454","kyle",46,"Robert Covington",0,12
"1455","kyle",46,"John Collins",27,3
"1456","kyle",46,"Spencer Dinwiddie",10,1
"1457","kyle",47,"Kevin Durant",35,6
"1458","kyle",47,"Nikola Jokic",0,12
"1459","kyle",47,"Victor Oladipo",0,1
"1460","kyle",47,"Chris Paul",26,0
"1461","kyle",47,"Rudy Gobert",0,12
"1462","kyle",47,"Eric Bledsoe",36,5
"1463","kyle",47,"Nikola Vucevic",0,12
"1464","kyle",47,"Enes Kanter",13,4
"1465","kyle",47,"Domantas Sabonis",13,3
"1466","kyle",47,"Josh Richardson",0,12
"1467","kyle",47,"Robert Covington",30,2
"1468","kyle",47,"John Collins",0,12
"1469","kyle",47,"Spencer Dinwiddie",8,11
"1470","kyle",48,"Kevin Durant",0,6
"1471","kyle",48,"Nikola Jokic",0,12
"1472","kyle",48,"Victor Oladipo",0,1
"1473","kyle",48,"Chris Paul",0,0
"1474","kyle",48,"Rudy Gobert",37,4
"1475","kyle",48,"Eric Bledsoe",0,5
"1476","kyle",48,"Nikola Vucevic",0,11
"1477","kyle",48,"Enes Kanter",0,11
"1478","kyle",48,"Domantas Sabonis",0,12
"1479","kyle",48,"Josh Richardson",7,2
"1480","kyle",48,"Robert Covington",0,12
"1481","kyle",48,"John Collins",0,12
"1482","kyle",48,"Spencer Dinwiddie",0,12
"1483","kyle",49,"Kevin Durant",38,2
"1484","kyle",49,"Nikola Jokic",47,11
"1485","kyle",49,"Victor Oladipo",0,12
"1486","kyle",49,"Chris Paul",12,0
"1487","kyle",49,"Rudy Gobert",0,11
"1488","kyle",49,"Eric Bledsoe",0,5
"1489","kyle",49,"Nikola Vucevic",0,12
"1490","kyle",49,"Enes Kanter",27,4
"1491","kyle",49,"Domantas Sabonis",0,12
"1492","kyle",49,"Josh Richardson",0,12
"1493","kyle",49,"Robert Covington",27,6
"1494","kyle",49,"John Collins",34,3
"1495","kyle",49,"Danilo Gallinari",27,11
"1496","kyle",50,"Kevin Durant",0,12
"1497","kyle",50,"Nikola Jokic",0,12
"1498","kyle",50,"Victor Oladipo",0,1
"1499","kyle",50,"Chris Paul",0,0
"1500","kyle",50,"Rudy Gobert",36,4
"1501","kyle",50,"Eric Bledsoe",0,5
"1502","kyle",50,"Nikola Vucevic",25,11
"1503","kyle",50,"Enes Kanter",0,11
"1504","kyle",50,"Domantas Sabonis",22,3
"1505","kyle",50,"Josh Richardson",3,2
"1506","kyle",50,"Robert Covington",0,6
"1507","kyle",50,"John Collins",0,12
"1508","kyle",50,"Danilo Gallinari",0,12
"1509","kyle",51,"Kevin Durant",41,2
"1510","kyle",51,"Nikola Jokic",26,4
"1511","kyle",51,"Victor Oladipo",0,12
"1512","kyle",51,"Chris Paul",0,5
"1513","kyle",51,"Rudy Gobert",0,12
"1514","kyle",51,"Eric Bledsoe",35,0
"1515","kyle",51,"Nikola Vucevic",34,11
"1516","kyle",51,"Enes Kanter",0,11
"1517","kyle",51,"Domantas Sabonis",0,12
"1518","kyle",51,"Robert Covington",28,6
"1519","kyle",51,"John Collins",32,3
"1520","kyle",51,"Danilo Gallinari",13,11
"1521","kyle",51,"Lauri Markkanen",0,12
"1522","kyle",52,"Kevin Durant",0,2
"1523","kyle",52,"Nikola Jokic",0,11
"1524","kyle",52,"Victor Oladipo",0,12
"1525","kyle",52,"Chris Paul",6,5
"1526","kyle",52,"Rudy Gobert",13,11
"1527","kyle",52,"Eric Bledsoe",0,0
"1528","kyle",52,"Nikola Vucevic",0,11
"1529","kyle",52,"Enes Kanter",23,4
"1530","kyle",52,"Domantas Sabonis",0,12
"1531","kyle",52,"Robert Covington",0,6
"1532","kyle",52,"John Collins",0,3
"1533","kyle",52,"Danilo Gallinari",0,12
"1534","kyle",52,"Lauri Markkanen",0,12
"1535","kyle",53,"Kevin Durant",10,2
"1536","kyle",53,"Nikola Jokic",25,11
"1537","kyle",53,"Victor Oladipo",0,11
"1538","kyle",53,"Chris Paul",0,12
"1539","kyle",53,"Rudy Gobert",0,11
"1540","kyle",53,"Eric Bledsoe",20,0
"1541","kyle",53,"Nikola Vucevic",24,4
"1542","kyle",53,"Enes Kanter",0,12
"1543","kyle",53,"Domantas Sabonis",0,3
"1544","kyle",53,"Robert Covington",0,12
"1545","kyle",53,"John Collins",0,12
"1546","kyle",53,"Danilo Gallinari",0,12
"1547","kyle",53,"Lauri Markkanen",38,6
"1548","kyle",54,"Kevin Durant",0,12
"1549","kyle",54,"Nikola Jokic",38,11
"1550","kyle",54,"Victor Oladipo",0,1
"1551","kyle",54,"Rudy Gobert",0,12
"1552","kyle",54,"Eric Bledsoe",0,12
"1553","kyle",54,"Nikola Vucevic",0,12
"1554","kyle",54,"Domantas Sabonis",21,3
"1555","kyle",54,"Robert Covington",0,2
"1556","kyle",54,"John Collins",50,6
"1557","kyle",54,"Danilo Gallinari",16,11
"1558","kyle",54,"Lauri Markkanen",5,11
"1559","kyle",54,"Damian Lillard",33,0
"1560","kyle",54,"De'Aaron Fox",24,5
"1561","kyle",55,"Kevin Durant",0,12
"1562","kyle",55,"Nikola Jokic",0,11
"1563","kyle",55,"Victor Oladipo",0,11
"1564","kyle",55,"Rudy Gobert",25,11
"1565","kyle",55,"Eric Bledsoe",5,0
"1566","kyle",55,"Nikola Vucevic",0,12
"1567","kyle",55,"Domantas Sabonis",0,3
"1568","kyle",55,"Robert Covington",0,2
"1569","kyle",55,"John Collins",0,6
"1570","kyle",55,"Danilo Gallinari",0,12
"1571","kyle",55,"Lauri Markkanen",0,12
"1572","kyle",55,"Damian Lillard",0,12
"1573","kyle",55,"De'Aaron Fox",0,12
"1574","kyle",56,"Kevin Durant",29,6
"1575","kyle",56,"Nikola Jokic",42,11
"1576","kyle",56,"Victor Oladipo",0,12
"1577","kyle",56,"Rudy Gobert",25,11
"1578","kyle",56,"Eric Bledsoe",29,0
"1579","kyle",56,"Nikola Vucevic",23,4
"1580","kyle",56,"Domantas Sabonis",8,3
"1581","kyle",56,"Robert Covington",9,2
"1582","kyle",56,"John Collins",0,12
"1583","kyle",56,"Lauri Markkanen",10,11
"1584","kyle",56,"Damian Lillard",0,12
"1585","kyle",56,"De'Aaron Fox",37,5
"1586","kyle",56,"Shai Gilgeous-Alexander",25,1
"1587","kyle",57,"Kevin Durant",0,6
"1588","kyle",57,"Nikola Jokic",0,11
"1589","kyle",57,"Victor Oladipo",0,1
"1590","kyle",57,"Rudy Gobert",0,11
"1591","kyle",57,"Eric Bledsoe",0,12
"1592","kyle",57,"Nikola Vucevic",0,4
"1593","kyle",57,"Domantas Sabonis",0,3
"1594","kyle",57,"Robert Covington",0,12
"1595","kyle",57,"John Collins",0,12
"1596","kyle",57,"Lauri Markkanen",0,11
"1597","kyle",57,"Damian Lillard",21,0
"1598","kyle",57,"De'Aaron Fox",0,12
"1599","kyle",57,"Shai Gilgeous-Alexander",9,5
"1600","kyle",58,"Kevin Durant",28,6
"1601","kyle",58,"Nikola Jokic",0,12
"1602","kyle",58,"Victor Oladipo",19,1
"1603","kyle",58,"Rudy Gobert",30,4
"1604","kyle",58,"Eric Bledsoe",34,11
"1605","kyle",58,"Nikola Vucevic",0,12
"1606","kyle",58,"Domantas Sabonis",15,11
"1607","kyle",58,"Robert Covington",14,2
"1608","kyle",58,"John Collins",23,3
"1609","kyle",58,"Lauri Markkanen",0,12
"1610","kyle",58,"Damian Lillard",10,0
"1611","kyle",58,"De'Aaron Fox",16,5
"1612","kyle",58,"Jeremy Lamb",8,11
"1613","kyle",59,"Kevin Durant",0,6
"1614","kyle",59,"Nikola Jokic",0,12
"1615","kyle",59,"Victor Oladipo",0,1
"1616","kyle",59,"Rudy Gobert",0,12
"1617","kyle",59,"Eric Bledsoe",0,11
"1618","kyle",59,"Nikola Vucevic",34,4
"1619","kyle",59,"Domantas Sabonis",0,11
"1620","kyle",59,"Robert Covington",0,12
"1621","kyle",59,"John Collins",0,11
"1622","kyle",59,"Lauri Markkanen",8,3
"1623","kyle",59,"Damian Lillard",0,0
"1624","kyle",59,"De'Aaron Fox",0,5
"1625","kyle",59,"Jeremy Lamb",0,12
"1626","kyle",60,"Kevin Durant",33,2
"1627","kyle",60,"Nikola Jokic",43,4
"1628","kyle",60,"Victor Oladipo",21,1
"1629","kyle",60,"Rudy Gobert",0,12
"1630","kyle",60,"Eric Bledsoe",14,11
"1631","kyle",60,"Nikola Vucevic",0,12
"1632","kyle",60,"Domantas Sabonis",25,3
"1633","kyle",60,"Robert Covington",0,12
"1634","kyle",60,"John Collins",13,6
"1635","kyle",60,"Damian Lillard",33,0
"1636","kyle",60,"De'Aaron Fox",32,5
"1637","kyle",60,"Jeremy Lamb",17,11
"1638","kyle",60,"Larry Nance Jr.",35,11
"1639","kyle",61,"Kevin Durant",0,12
"1640","kyle",61,"Nikola Jokic",0,12
"1641","kyle",61,"Victor Oladipo",0,1
"1642","kyle",61,"Rudy Gobert",28,4
"1643","kyle",61,"Eric Bledsoe",0,12
"1644","kyle",61,"Nikola Vucevic",34,11
"1645","kyle",61,"Domantas Sabonis",0,11
"1646","kyle",61,"Robert Covington",8,2
"1647","kyle",61,"John Collins",0,6
"1648","kyle",61,"Damian Lillard",0,0
"1649","kyle",61,"De'Aaron Fox",0,12
"1650","kyle",61,"Jeremy Lamb",12,5
"1651","kyle",61,"Larry Nance Jr.",0,12
"1652","kyle",62,"Kevin Durant",0,12
"1653","kyle",62,"Nikola Jokic",34,4
"1654","kyle",62,"Victor Oladipo",45,1
"1655","kyle",62,"Rudy Gobert",0,12
"1656","kyle",62,"Eric Bledsoe",0,12
"1657","kyle",62,"Nikola Vucevic",0,12
"1658","kyle",62,"Domantas Sabonis",25,6
"1659","kyle",62,"Robert Covington",0,2
"1660","kyle",62,"John Collins",30,3
"1661","kyle",62,"Damian Lillard",0,5
"1662","kyle",62,"De'Aaron Fox",38,0
"1663","kyle",62,"Jeremy Lamb",0,12
"1664","kyle",62,"Larry Nance Jr.",14,11
"1665","kyle",63,"Kevin Durant",27,3
"1666","kyle",63,"Nikola Jokic",0,12
"1667","kyle",63,"Victor Oladipo",0,1
"1668","kyle",63,"Rudy Gobert",42,4
"1669","kyle",63,"Eric Bledsoe",22,11
"1670","kyle",63,"Nikola Vucevic",0,12
"1671","kyle",63,"Domantas Sabonis",0,11
"1672","kyle",63,"Robert Covington",23,2
"1673","kyle",63,"John Collins",0,12
"1674","kyle",63,"Damian Lillard",41,5
"1675","kyle",63,"De'Aaron Fox",-4,0
"1676","kyle",63,"Larry Nance Jr.",0,12
"1677","kyle",63,"Dorian Finney-Smith",0,12
"1678","kyle",64,"Kevin Durant",0,12
"1679","kyle",64,"Nikola Jokic",47,4
"1680","kyle",64,"Victor Oladipo",14,1
"1681","kyle",64,"Rudy Gobert",0,12
"1682","kyle",64,"Eric Bledsoe",0,11
"1683","kyle",64,"Nikola Vucevic",0,12
"1684","kyle",64,"Domantas Sabonis",31,3
"1685","kyle",64,"Robert Covington",0,12
"1686","kyle",64,"John Collins",25,6
"1687","kyle",64,"Damian Lillard",0,5
"1688","kyle",64,"De'Aaron Fox",0,0
"1689","kyle",64,"Larry Nance Jr.",40,11
"1690","kyle",64,"Dorian Finney-Smith",3,2
"1691","kyle",65,"Kevin Durant",23,11
"1692","kyle",65,"Nikola Jokic",0,12
"1693","kyle",65,"Victor Oladipo",9,1
"1694","kyle",65,"Rudy Gobert",36,4
"1695","kyle",65,"Eric Bledsoe",12,11
"1696","kyle",65,"Nikola Vucevic",0,12
"1697","kyle",65,"Domantas Sabonis",14,3
"1698","kyle",65,"Robert Covington",25,11
"1699","kyle",65,"John Collins",0,12
"1700","kyle",65,"Damian Lillard",32,5
"1701","kyle",65,"De'Aaron Fox",39,0
"1702","kyle",65,"Larry Nance Jr.",38,6
"1703","kyle",65,"T.J. Warren",18,2
"1704","kyle",66,"Kevin Durant",0,11
"1705","kyle",66,"Nikola Jokic",0,12
"1706","kyle",66,"Victor Oladipo",0,1
"1707","kyle",66,"Rudy Gobert",0,4
"1708","kyle",66,"Eric Bledsoe",0,11
"1709","kyle",66,"Nikola Vucevic",0,11
"1710","kyle",66,"Domantas Sabonis",0,3
"1711","kyle",66,"Robert Covington",0,12
"1712","kyle",66,"John Collins",0,12
"1713","kyle",66,"Damian Lillard",0,5
"1714","kyle",66,"De'Aaron Fox",0,0
"1715","kyle",66,"Larry Nance Jr.",0,6
"1716","kyle",66,"T.J. Warren",0,12
"1717","liam",1,"Stephen Curry",40,0
"1718","liam",1,"Andre Drummond",0,4
"1719","liam",1,"Jimmy Butler",0,1
"1720","liam",1,"Paul George",24,2
"1721","liam",1,"Blake Griffin",0,3
"1722","liam",1,"Jrue Holiday",0,5
"1723","liam",1,"Tobias Harris",0,6
"1724","liam",1,"Marc Gasol",0,11
"1725","liam",1,"Mike Conley",0,11
"1726","liam",1,"Jamal Murray",0,11
"1727","liam",1,"Will Barton",0,12
"1728","liam",1,"Jeff Teague",0,12
"1729","liam",1,"Jarrett Allen",0,12
"1730","liam",2,"Stephen Curry",0,0
"1731","liam",2,"Andre Drummond",33,4
"1732","liam",2,"Jimmy Butler",32,1
"1733","liam",2,"Paul George",0,2
"1734","liam",2,"Blake Griffin",28,3
"1735","liam",2,"Jrue Holiday",17,5
"1736","liam",2,"Tobias Harris",29,6
"1737","liam",2,"Marc Gasol",21,11
"1738","liam",2,"Mike Conley",10,11
"1739","liam",2,"Jamal Murray",8,11
"1740","liam",2,"Will Barton",24,12
"1741","liam",2,"Jeff Teague",32,12
"1742","liam",2,"Jarrett Allen",32,12
"1743","liam",3,"Stephen Curry",0,0
"1744","liam",3,"Andre Drummond",0,4
"1745","liam",3,"Jimmy Butler",0,1
"1746","liam",3,"Paul George",0,2
"1747","liam",3,"Blake Griffin",0,3
"1748","liam",3,"Jrue Holiday",0,5
"1749","liam",3,"Tobias Harris",0,6
"1750","liam",3,"Marc Gasol",0,11
"1751","liam",3,"Mike Conley",0,11
"1752","liam",3,"Jamal Murray",0,12
"1753","liam",3,"Will Barton",0,12
"1754","liam",3,"Jeff Teague",0,12
"1755","liam",3,"Jarrett Allen",0,11
"1756","liam",4,"Stephen Curry",33,0
"1757","liam",4,"Andre Drummond",0,4
"1758","liam",4,"Jimmy Butler",57,1
"1759","liam",4,"Paul George",15,2
"1760","liam",4,"Blake Griffin",0,3
"1761","liam",4,"Jrue Holiday",30,5
"1762","liam",4,"Tobias Harris",27,6
"1763","liam",4,"Marc Gasol",20,11
"1764","liam",4,"Mike Conley",23,11
"1765","liam",4,"Jamal Murray",0,12
"1766","liam",4,"Will Barton",0,12
"1767","liam",4,"Jeff Teague",12,12
"1768","liam",4,"Jarrett Allen",33,11
"1769","liam",5,"Stephen Curry",0,12
"1770","liam",5,"Andre Drummond",17,4
"1771","liam",5,"Jimmy Butler",0,12
"1772","liam",5,"Paul George",0,2
"1773","liam",5,"Blake Griffin",40,3
"1774","liam",5,"Jrue Holiday",0,5
"1775","liam",5,"Tobias Harris",0,6
"1776","liam",5,"Marc Gasol",0,11
"1777","liam",5,"Mike Conley",0,12
"1778","liam",5,"Jamal Murray",31,11
"1779","liam",5,"Will Barton",22,1
"1780","liam",5,"Jeff Teague",24,0
"1781","liam",5,"Jarrett Allen",5,11
"1782","liam",6,"Stephen Curry",25,0
"1783","liam",6,"Andre Drummond",0,4
"1784","liam",6,"Jimmy Butler",0,12
"1785","liam",6,"Paul George",34,2
"1786","liam",6,"Blake Griffin",0,3
"1787","liam",6,"Jrue Holiday",0,5
"1788","liam",6,"Tobias Harris",20,6
"1789","liam",6,"Marc Gasol",0,11
"1790","liam",6,"Mike Conley",0,12
"1791","liam",6,"Jamal Murray",-3,11
"1792","liam",6,"Will Barton",0,1
"1793","liam",6,"Jeff Teague",0,12
"1794","liam",6,"Jarrett Allen",0,11
"1795","liam",7,"Stephen Curry",36,0
"1796","liam",7,"Andre Drummond",0,4
"1797","liam",7,"Jimmy Butler",25,1
"1798","liam",7,"Paul George",0,2
"1799","liam",7,"Blake Griffin",0,3
"1800","liam",7,"Jrue Holiday",0,12
"1801","liam",7,"Tobias Harris",0,6
"1802","liam",7,"Marc Gasol",27,11
"1803","liam",7,"Mike Conley",27,11
"1804","liam",7,"Jamal Murray",0,12
"1805","liam",7,"Will Barton",0,12
"1806","liam",7,"Jeff Teague",14,5
"1807","liam",7,"Jarrett Allen",0,11
"1808","liam",8,"Stephen Curry",0,12
"1809","liam",8,"Andre Drummond",36,4
"1810","liam",8,"Jimmy Butler",0,12
"1811","liam",8,"Paul George",0,2
"1812","liam",8,"Blake Griffin",51,3
"1813","liam",8,"Jrue Holiday",10,1
"1814","liam",8,"Tobias Harris",31,6
"1815","liam",8,"Marc Gasol",0,11
"1816","liam",8,"Mike Conley",0,12
"1817","liam",8,"Lou Williams",9,5
"1818","liam",8,"Elfrid Payton",34,0
"1819","liam",8,"Paul Millsap",22,11
"1820","liam",8,"Marvin Bagley III",39,11
"1821","liam",9,"Stephen Curry",50,0
"1822","liam",9,"Andre Drummond",0,12
"1823","liam",9,"Jimmy Butler",37,1
"1824","liam",9,"Paul George",0,12
"1825","liam",9,"Blake Griffin",0,12
"1826","liam",9,"Jrue Holiday",0,12
"1827","liam",9,"Tobias Harris",0,12
"1828","liam",9,"Marc Gasol",18,11
"1829","liam",9,"Mike Conley",25,11
"1830","liam",9,"Marvin Bagley III",12,3
"1831","liam",9,"Jarrett Allen",22,4
"1832","liam",9,"Damian Jones",9,11
"1833","liam",10,"Stephen Curry",0,0
"1834","liam",10,"Andre Drummond",38,4
"1835","liam",10,"Jimmy Butler",0,1
"1836","liam",10,"Paul George",14,2
"1837","liam",10,"Blake Griffin",34,3
"1838","liam",10,"Jrue Holiday",0,12
"1839","liam",10,"Tobias Harris",0,12
"1840","liam",10,"Marc Gasol",0,11
"1841","liam",10,"Mike Conley",0,11
"1842","liam",10,"Marvin Bagley III",0,12
"1843","liam",10,"Jarrett Allen",0,12
"1844","liam",10,"Damian Jones",0,11
"1845","liam",11,"Stephen Curry",27,0
"1846","liam",11,"Andre Drummond",0,4
"1847","liam",11,"Jimmy Butler",11,1
"1848","liam",11,"Paul George",0,2
"1849","liam",11,"Blake Griffin",0,3
"1850","liam",11,"Jrue Holiday",29,5
"1851","liam",11,"Tobias Harris",17,6
"1852","liam",11,"Marc Gasol",0,12
"1853","liam",11,"Mike Conley",0,12
"1854","liam",11,"Marvin Bagley III",12,11
"1855","liam",11,"Jarrett Allen",26,11
"1856","liam",11,"Damian Jones",15,11
"1857","liam",12,"Stephen Curry",0,0
"1858","liam",12,"Andre Drummond",24,4
"1859","liam",12,"Jimmy Butler",0,1
"1860","liam",12,"Paul George",0,2
"1861","liam",12,"Blake Griffin",1,3
"1862","liam",12,"Jrue Holiday",26,5
"1863","liam",12,"Tobias Harris",0,6
"1864","liam",12,"Marc Gasol",29,11
"1865","liam",12,"Mike Conley",21,11
"1866","liam",12,"Marvin Bagley III",0,12
"1867","liam",12,"Jarrett Allen",0,12
"1868","liam",12,"Damian Jones",0,11
"1869","liam",13,"Stephen Curry",30,0
"1870","liam",13,"Andre Drummond",0,12
"1871","liam",13,"Jimmy Butler",0,1
"1872","liam",13,"Paul George",38,2
"1873","liam",13,"Blake Griffin",0,3
"1874","liam",13,"Jrue Holiday",0,5
